UF;Nome_Município;COD IBGE;COD IBGE Completo;CATEGORIA
MG;Boa Esperança;7109;3107109;2
MG;Bocaina de Minas;7208;3107208;2
MG;Bocaiúva;7307;3107307;2
MG;Bom Despacho;7406;3107406;1
MG;Bom Jardim de Minas;7505;3107505;2
MG;Bom Jesus da Penha;7604;3107604;2
MG;Bom Jesus do Amparo;7703;3107703;2
MG;Bom Jesus do Galho;7802;3107802;0
MG;Bom Repouso;7901;3107901;2
MG;Bom Sucesso;8008;3108008;2
MG;Bonfim;8107;3108107;2
MG;Bonfinópolis de Minas;8206;3108206;2
MG;Bonito de Minas;8255;3108255;1
MG;Borda da Mata;8305;3108305;2
MG;Botelhos;8404;3108404;2
MG;Botumirim;8503;3108503;2
MG;Brás Pires;8701;3108701;2
MG;Brasilândia de Minas;8552;3108552;2
MG;Brasília de Minas;8602;3108602;3
MG;Braúnas;8800;3108800;2
MG;Brazópolis;8909;3108909;2
MG;Brumadinho;9006;3109006;2
MG;Bueno Brandão;9105;3109105;2
MG;Buenópolis;9204;3109204;2
MG;Bugre;9253;3109253;2
MG;Buritis;9303;3109303;2
MG;Buritizeiro;9402;3109402;2
MG;Cabeceira Grande;9451;3109451;2
MG;Cabo Verde;9501;3109501;2
MG;Cachoeira da Prata;9600;3109600;2
MG;Cachoeira de Minas;9709;3109709;1
MG;Cachoeira de Pajeú;2704;3102704;2
MG;Cachoeira Dourada;9808;3109808;2
MG;Caetanópolis;9907;3109907;2
MG;Caeté;10004;3110004;2
MG;Caiana;10103;3110103;2
MG;Cajuri;10202;3110202;1
MG;Caldas;10301;3110301;2
MG;Camacho;10400;3110400;2
MG;Camanducaia;10509;3110509;2
MG;Cambuí;10608;3110608;1
MG;Cambuquira;10707;3110707;2
MG;Campanário;10806;3110806;2
MG;Campanha;10905;3110905;0
MG;Campestre;11002;3111002;2
MG;Campina Verde;11101;3111101;1
MG;Campo Azul;11150;3111150;0
MG;Campo Belo;11200;3111200;2
MG;Campo do Meio;11309;3111309;2
MG;Campo Florido;11408;3111408;0
MG;Campos Altos;11507;3111507;2
MG;Campos Gerais;11606;3111606;2
MG;Cana Verde;11903;3111903;2
MG;Canaã;11705;3111705;1
MG;Canápolis;11804;3111804;1
MG;Candeias;12000;3112000;3
MG;Cantagalo;12059;3112059;2
MG;Caparaó;12109;3112109;2
MG;Capela Nova;12208;3112208;2
MG;Capelinha;12307;3112307;2
MG;Capetinga;12406;3112406;2
MG;Capim Branco;12505;3112505;2
MG;Capinópolis;12604;3112604;1
MG;Capitão Andrade;12653;3112653;2
MG;Capitão Enéas;12703;3112703;2
MG;Capitólio;12802;3112802;2
MG;Caputira;12901;3112901;2
MG;Caraí;13008;3113008;2
MG;Caranaíba;13107;3113107;2
MG;Carandaí;13206;3113206;2
MG;Carangola;13305;3113305;1
MG;Caratinga;13404;3113404;2
MG;Carbonita;13503;3113503;2
MG;Careaçu;13602;3113602;3
MG;Carlos Chagas;13701;3113701;2
MG;Carmésia;13800;3113800;2
MG;Carmo da Cachoeira;13909;3113909;2
MG;Carmo da Mata;14006;3114006;2
MG;Carmo de Minas;14105;3114105;2
MG;Carmo do Cajuru;14204;3114204;3
MG;Carmo do Paranaíba;14303;3114303;2
MG;Carmo do Rio Claro;14402;3114402;2
MG;Carmópolis de Minas;14501;3114501;1
MG;Carneirinho;14550;3114550;2
MG;Carrancas;14600;3114600;2
MG;Carvalhópolis;14709;3114709;3
MG;Carvalhos;14808;3114808;2
MG;Casa Grande;14907;3114907;2
MG;Cascalho Rico;15003;3115003;1
MG;Cássia;15102;3115102;2
MG;Cataguases;15300;3115300;2
MG;Catas Altas;15359;3115359;1
MG;Catas Altas da Noruega;15409;3115409;2
MG;Catuji;15458;3115458;2
MG;Catuti;15474;3115474;2
MG;Caxambu;15508;3115508;2
MG;Cedro do Abaeté;15607;3115607;2
MG;Central de Minas;15706;3115706;2
MG;Centralina;15805;3115805;1
MG;Chácara;15904;3115904;2
MG;Chalé;16001;3116001;2
MG;Chapada do Norte;16100;3116100;2
MG;Chapada Gaúcha;16159;3116159;2
MG;Chiador;16209;3116209;2
MG;Cipotânea;16308;3116308;1
MG;Claraval;16407;3116407;2
MG;Claro dos Poções;16506;3116506;1
MG;Cláudio;16605;3116605;2
MG;Coimbra;16704;3116704;2
MG;Coluna;16803;3116803;2
MG;Comendador Gomes;16902;3116902;2
MG;Comercinho;17009;3117009;2
MG;Conceição da Aparecida;17108;3117108;2
MG;Conceição da Barra de Minas;15201;3115201;2
MG;Conceição das Alagoas;17306;3117306;2
MG;Conceição das Pedras;17207;3117207;2
MG;Conceição de Ipanema;17405;3117405;2
MG;Conceição do Mato Dentro;17504;3117504;3
MG;Conceição do Pará;17603;3117603;2
MG;Conceição do Rio Verde;17702;3117702;3
MG;Conceição dos Ouros;17801;3117801;2
MG;Cônego Marinho;17836;3117836;2
MG;Confins;17876;3117876;2
MG;Congonhal;17900;3117900;3
MG;Congonhas;18007;3118007;2
MG;Congonhas do Norte;18106;3118106;1
MG;Conquista;18205;3118205;2
MG;Conselheiro Lafaiete;18304;3118304;1
MG;Conselheiro Pena;18403;3118403;2
MG;Consolação;18502;3118502;2
MG;Contagem;18601;3118601;0
MG;Coqueiral;18700;3118700;2
MG;Coração de Jesus;18809;3118809;2
MG;Cordisburgo;18908;3118908;2
MG;Cordislândia;19005;3119005;2
MG;Corinto;19104;3119104;2
MG;Coroaci;19203;3119203;2
MG;Coromandel;19302;3119302;2
MG;Coronel Fabriciano;19401;3119401;2
MG;Coronel Murta;19500;3119500;3
MG;Coronel Pacheco;19609;3119609;2
MG;Coronel Xavier Chaves;19708;3119708;2
MG;Córrego Danta;19807;3119807;1
MG;Córrego do Bom Jesus;19906;3119906;2
MG;Córrego Fundo;19955;3119955;2
MG;Córrego Novo;20003;3120003;3
MG;Couto de Magalhães de Minas;20102;3120102;2
MG;Crisólita;20151;3120151;0
MG;Cristais;20201;3120201;2
MG;Cristália;20300;3120300;2
MG;Cristiano Otoni;20409;3120409;2
MG;Cristina;20508;3120508;2
MG;Crucilândia;20607;3120607;2
MG;Cruzeiro da Fortaleza;20706;3120706;2
MG;Cruzília;20805;3120805;2
MG;Cuparaque;20839;3120839;2
MG;Curral de Dentro;20870;3120870;2
MG;Curvelo;20904;3120904;1
MG;Datas;21001;3121001;2
MG;Delfim Moreira;21100;3121100;2
MG;Delfinópolis;21209;3121209;1
MG;Delta;21258;3121258;2
MG;Descoberto;21308;3121308;2
MG;Desterro de Entre Rios;21407;3121407;2
MG;Desterro do Melo;21506;3121506;2
MG;Diamantina;21605;3121605;1
MG;Diogo de Vasconcelos;21704;3121704;2
MG;Dionísio;21803;3121803;2
MG;Divinésia;21902;3121902;1
MG;Divino;22009;3122009;0
MG;Divino das Laranjeiras;22108;3122108;2
MG;Divinolândia de Minas;22207;3122207;1
MG;Divinópolis;22306;3122306;2
MG;Divisa Alegre;22355;3122355;2
MG;Divisa Nova;22405;3122405;2
MG;Divisópolis;22454;3122454;2
MG;Dom Bosco;22470;3122470;2
MG;Dom Cavati;22504;3122504;2
MG;Dom Joaquim;22603;3122603;2
MG;Dom Silvério;22702;3122702;2
MG;Dom Viçoso;22801;3122801;2
MG;Dona Euzébia;22900;3122900;2
MG;Dores de Campos;23007;3123007;2
MG;Dores de Guanhães;23106;3123106;2
MG;Dores do Indaiá;23205;3123205;2
MG;Dores do Turvo;23304;3123304;2
MG;Doresópolis;23403;3123403;2
MG;Douradoquara;23502;3123502;2
MG;Durandé;23528;3123528;2
MG;Elói Mendes;23601;3123601;2
MG;Engenheiro Caldas;23700;3123700;2
MG;Engenheiro Navarro;23809;3123809;2
MG;Entre Folhas;23858;3123858;2
MG;Entre Rios de Minas;23908;3123908;2
MG;Ervália;24005;3124005;2
MG;Esmeraldas;24104;3124104;2
MG;Espera Feliz;24203;3124203;2
MG;Espinosa;24302;3124302;3
MG;Espírito Santo do Dourado;24401;3124401;2
MG;Estiva;24500;3124500;2
MG;Estrela Dalva;24609;3124609;2
MG;Estrela do Indaiá;24708;3124708;2
MG;Estrela do Sul;24807;3124807;2
MG;Eugenópolis;24906;3124906;2
MG;Ewbank da Câmara;25002;3125002;2
MG;Extrema;25101;3125101;2
MG;Fama;25200;3125200;2
MG;Faria Lemos;25309;3125309;2
MG;Felício dos Santos;25408;3125408;2
MG;Felisburgo;25606;3125606;2
MG;Felixlândia;25705;3125705;2
MG;Fernandes Tourinho;25804;3125804;2
MG;Ferros;25903;3125903;2
MG;Fervedouro;25952;3125952;2
MG;Florestal;26000;3126000;2
MG;Formiga;26109;3126109;2
MG;Formoso;26208;3126208;2
MG;Fortaleza de Minas;26307;3126307;2
MG;Fortuna de Minas;26406;3126406;2
MG;Francisco Badaró;26505;3126505;0
MG;Francisco Dumont;26604;3126604;2
MG;Francisco Sá;26703;3126703;0
MG;Franciscópolis;26752;3126752;3
MG;Frei Gaspar;26802;3126802;0
MG;Frei Inocêncio;26901;3126901;2
MG;Frei Lagonegro;26950;3126950;2
MG;Fronteira;27008;3127008;1
MG;Fronteira dos Vales;27057;3127057;0
MG;Fruta de Leite;27073;3127073;2
MG;Frutal;27107;3127107;2
MG;Funilândia;27206;3127206;2
MG;Galiléia;27305;3127305;2
MG;Gameleiras;27339;3127339;2
MG;Glaucilândia;27354;3127354;1
MG;Goiabeira;27370;3127370;2
MG;Goianá;27388;3127388;2
MG;Gonçalves;27404;3127404;2
MG;Gonzaga;27503;3127503;2
MG;Gouveia;27602;3127602;2
MG;Governador Valadares;27701;3127701;2
MG;Grão Mogol;27800;3127800;2
MG;Grupiara;27909;3127909;2
MG;Guanhães;28006;3128006;2
MG;Guapé;28105;3128105;2
MG;Guaraciaba;28204;3128204;2
MG;Guaraciama;28253;3128253;2
MG;Guaranésia;28303;3128303;3
MG;Guarani;28402;3128402;2
MG;Guarará;28501;3128501;2
MG;Guarda-Mor;28600;3128600;2
MG;Guaxupé;28709;3128709;2
MG;Guidoval;28808;3128808;2
MG;Guimarânia;28907;3128907;2
MG;Guiricema;29004;3129004;2
MG;Gurinhatã;29103;3129103;2
MG;Heliodora;29202;3129202;2
MG;Iapu;29301;3129301;2
MG;Ibertioga;29400;3129400;2
MG;Ibiá;29509;3129509;2
MG;Ibiaí;29608;3129608;2
MG;Ibiracatu;29657;3129657;0
MG;Ibiraci;29707;3129707;1
MG;Ibirité;29806;3129806;2
MG;Ibitiúra de Minas;29905;3129905;2
MG;Ibituruna;30002;3130002;2
MG;Icaraí de Minas;30051;3130051;0
MG;Igarapé;30101;3130101;1
MG;Igaratinga;30200;3130200;2
MG;Iguatama;30309;3130309;1
MG;Ijaci;30408;3130408;2
MG;Ilicínea;30507;3130507;2
MG;Imbé de Minas;30556;3130556;0
MG;Inconfidentes;30606;3130606;2
MG;Indaiabira;30655;3130655;2
MG;Indianópolis;30705;3130705;2
MG;Ingaí;30804;3130804;2
MG;Inhapim;30903;3130903;2
MG;Inhaúma;31000;3131000;2
MG;Inimutaba;31109;3131109;2
MG;Ipaba;31158;3131158;2
MG;Ipanema;31208;3131208;2
MG;Ipatinga;31307;3131307;2
MG;Ipiaçu;31406;3131406;2
MG;Ipuiúna;31505;3131505;2
MG;Iraí de Minas;31604;3131604;2
MG;Itabira;31703;3131703;2
MG;Itabirinha;31802;3131802;2
MG;Itabirito;31901;3131901;3
MG;Itacambira;32008;3132008;3
MG;Itacarambi;32107;3132107;1
MG;Itaguara;32206;3132206;3
MG;Itaipé;32305;3132305;2
MG;Itajubá;32404;3132404;1
MG;Itamarandiba;32503;3132503;2
MG;Itamarati de Minas;32602;3132602;2
MG;Itambacuri;32701;3132701;1
MG;Itambé do Mato Dentro;32800;3132800;2
MG;Itamogi;32909;3132909;1
MG;Itamonte;33006;3133006;1
MG;Itanhandu;33105;3133105;2
MG;Itanhomi;33204;3133204;2
MG;Itaobim;33303;3133303;2
MG;Itapagipe;33402;3133402;2
MG;Itapecerica;33501;3133501;3
MG;Itapeva;33600;3133600;1
MG;Itatiaiuçu;33709;3133709;2
MG;Itaú de Minas;33758;3133758;2
MG;Itaúna;33808;3133808;1
MG;Itaverava;33907;3133907;1
MG;Itinga;34004;3134004;2
MG;Itueta;34103;3134103;2
MG;Ituiutaba;34202;3134202;2
MG;Itumirim;34301;3134301;2
MG;Iturama;34400;3134400;2
MG;Itutinga;34509;3134509;3
MG;Jaboticatubas;34608;3134608;2
MG;Jacinto;34707;3134707;2
MG;Jacuí;34806;3134806;1
MG;Jacutinga;34905;3134905;2
MG;Jaguaraçu;35001;3135001;2
MG;Jaíba;35050;3135050;2
MG;Jampruca;35076;3135076;2
MG;Janaúba;35100;3135100;2
MG;Januária;35209;3135209;2
MG;Japaraíba;35308;3135308;2
MG;Japonvar;35357;3135357;2
MG;Jeceaba;35407;3135407;2
MG;Jenipapo de Minas;35456;3135456;2
MG;Jequeri;35506;3135506;2
MG;Jequitaí;35605;3135605;2
MG;Jequitibá;35704;3135704;2
MG;Jequitinhonha;35803;3135803;2
MG;Jesuânia;35902;3135902;2
MG;Joaíma;36009;3136009;2
MG;Joanésia;36108;3136108;2
MG;João Monlevade;36207;3136207;0
MG;João Pinheiro;36306;3136306;3
MG;Joaquim Felício;36405;3136405;2
MG;Jordânia;36504;3136504;2
MG;José Gonçalves de Minas;36520;3136520;2
MG;José Raydan;36553;3136553;2
MG;Josenópolis;36579;3136579;2
MG;Juatuba;36652;3136652;1
MG;Juiz de Fora;36702;3136702;0
MG;Juramento;36801;3136801;2
MG;Juruaia;36900;3136900;2
MG;Juvenília;36959;3136959;2
MG;Ladainha;37007;3137007;2
MG;Lagamar;37106;3137106;1
MG;Lagoa da Prata;37205;3137205;1
MG;Lagoa dos Patos;37304;3137304;2
MG;Lagoa Dourada;37403;3137403;2
MG;Lagoa Formosa;37502;3137502;2
MG;Lagoa Grande;37536;3137536;2
MG;Lagoa Santa;37601;3137601;2
MG;Lajinha;37700;3137700;2
MG;Lambari;37809;3137809;2
MG;Lamim;37908;3137908;2
MG;Laranjal;38005;3138005;2
MG;Lassance;38104;3138104;2
MG;Lavras;38203;3138203;2
MG;Leandro Ferreira;38302;3138302;2
MG;Leme do Prado;38351;3138351;2
MG;Leopoldina;38401;3138401;2
MG;Liberdade;38500;3138500;2
MG;Lima Duarte;38609;3138609;0
MG;Limeira do Oeste;38625;3138625;2
MG;Lontra;38658;3138658;2
MG;Luisburgo;38674;3138674;2
MG;Luislândia;38682;3138682;3
MG;Luminárias;38708;3138708;2
MG;Luz;38807;3138807;2
MG;Machacalis;38906;3138906;3
MG;Machado;39003;3139003;2
MG;Madre de Deus de Minas;39102;3139102;2
MG;Malacacheta;39201;3139201;2
MG;Mamonas;39250;3139250;2
MG;Manga;39300;3139300;0
MG;Manhuaçu;39409;3139409;2
MG;Manhumirim;39508;3139508;2
MG;Mantena;39607;3139607;2
MG;Mar de Espanha;39805;3139805;2
MG;Maravilhas;39706;3139706;2
MG;Maria da Fé;39904;3139904;2
MG;Mariana;40001;3140001;2
MG;Marilac;40100;3140100;2
MG;Mário Campos;40159;3140159;2
MG;Maripá de Minas;40209;3140209;2
MG;Marliéria;40308;3140308;2
MG;Marmelópolis;40407;3140407;2
MG;Martinho Campos;40506;3140506;2
MG;Martins Soares;40530;3140530;2
MG;Mata Verde;40555;3140555;2
MG;Materlândia;40605;3140605;2
MG;Mateus Leme;40704;3140704;2
MG;Mathias Lobato;71501;3171501;2
MG;Matias Barbosa;40803;3140803;2
MG;Matias Cardoso;40852;3140852;0
MG;Matipó;40902;3140902;2
MG;Mato Verde;41009;3141009;2
MG;Matozinhos;41108;3141108;2
MG;Matutina;41207;3141207;2
MG;Medeiros;41306;3141306;2
MG;Medina;41405;3141405;2
MG;Mendes Pimentel;41504;3141504;2
MG;Mercês;41603;3141603;2
MG;Mesquita;41702;3141702;2
MG;Minas Novas;41801;3141801;2
MG;Minduri;41900;3141900;2
MG;Mirabela;42007;3142007;2
MG;Miradouro;42106;3142106;2
MG;Miraí;42205;3142205;2
MG;Miravânia;42254;3142254;2
MG;Moeda;42304;3142304;2
MG;Moema;42403;3142403;2
MG;Monjolos;42502;3142502;2
MG;Monsenhor Paulo;42601;3142601;2
MG;Montalvânia;42700;3142700;2
MG;Monte Alegre de Minas;42809;3142809;1
MG;Monte Azul;42908;3142908;2
MG;Monte Belo;43005;3143005;3
MG;Monte Carmelo;43104;3143104;2
MG;Monte Formoso;43153;3143153;2
MG;Monte Santo de Minas;43203;3143203;2
MG;Monte Sião;43401;3143401;1
MG;Montes Claros;43302;3143302;2
MG;Montezuma;43450;3143450;2
MG;Morada Nova de Minas;43500;3143500;2
MG;Morro da Garça;43609;3143609;2
MG;Morro do Pilar;43708;3143708;2
MG;Munhoz;43807;3143807;2
MG;Muriaé;43906;3143906;2
MG;Mutum;44003;3144003;2
MG;Muzambinho;44102;3144102;2
MG;Nacip Raydan;44201;3144201;2
MG;Nanuque;44300;3144300;2
MG;Naque;44359;3144359;2
MG;Natalândia;44375;3144375;2
MG;Natércia;44409;3144409;2
MG;Nazareno;44508;3144508;2
MG;Nepomuceno;44607;3144607;2
MG;Ninheira;44656;3144656;2
MG;Nova Belém;44672;3144672;2
MG;Nova Era;44706;3144706;2
MG;Nova Lima;44805;3144805;2
MG;Nova Módica;44904;3144904;2
MG;Nova Ponte;45000;3145000;2
MG;Nova Porteirinha;45059;3145059;2
MG;Nova Resende;45109;3145109;2
MG;Nova Serrana;45208;3145208;2
MG;Nova União;36603;3136603;2
MG;Novo Cruzeiro;45307;3145307;2
MG;Novo Oriente de Minas;45356;3145356;1
MG;Novorizonte;45372;3145372;2
MG;Olaria;45406;3145406;3
MG;Olhos-d'Água;45455;3145455;2
MG;Olímpio Noronha;45505;3145505;2
MG;Oliveira;45604;3145604;2
MG;Oliveira Fortes;45703;3145703;2
MG;Onça de Pitangui;45802;3145802;2
MG;Oratórios;45851;3145851;2
MG;Orizânia;45877;3145877;2
MG;Ouro Branco;45901;3145901;2
MG;Ouro Fino;46008;3146008;2
MG;Ouro Preto;46107;3146107;2
MG;Ouro Verde de Minas;46206;3146206;2
MG;Padre Carvalho;46255;3146255;2
MG;Padre Paraíso;46305;3146305;2
MG;Pai Pedro;46552;3146552;2
MG;Paineiras;46404;3146404;2
MG;Pains;46503;3146503;2
MG;Paiva;46602;3146602;2
MG;Palma;46701;3146701;3
MG;Palmópolis;46750;3146750;2
MG;Papagaios;46909;3146909;2
MG;Pará de Minas;47105;3147105;2
MG;Paracatu;47006;3147006;2
MG;Paraguaçu;47204;3147204;2
MG;Paraisópolis;47303;3147303;2
MG;Paraopeba;47402;3147402;2
MG;Passa Quatro;47600;3147600;2
MG;Passa Tempo;47709;3147709;3
MG;Passa Vinte;47808;3147808;2
MG;Passabém;47501;3147501;2
MG;Passos;47907;3147907;2
MG;Patis;47956;3147956;3
MG;Patos de Minas;48004;3148004;1
MG;Patrocínio;48103;3148103;2
MG;Patrocínio do Muriaé;48202;3148202;2
MG;Paula Cândido;48301;3148301;2
MG;Paulistas;48400;3148400;2
MG;Pavão;48509;3148509;0
MG;Peçanha;48608;3148608;2
MG;Pedra Azul;48707;3148707;2
MG;Pedra Bonita;48756;3148756;2
MG;Pedra do Anta;48806;3148806;2
MG;Pedra do Indaiá;48905;3148905;2
MG;Pedra Dourada;49002;3149002;2
MG;Pedralva;49101;3149101;0
MG;Pedras de Maria da Cruz;49150;3149150;2
MG;Pedrinópolis;49200;3149200;3
MG;Pedro Leopoldo;49309;3149309;3
MG;Pedro Teixeira;49408;3149408;2
MG;Pequeri;49507;3149507;2
MG;Pequi;49606;3149606;2
MG;Perdigão;49705;3149705;2
MG;Perdizes;49804;3149804;2
MG;Perdões;49903;3149903;2
MG;Periquito;49952;3149952;2
MG;Pescador;50000;3150000;2
MG;Piau;50109;3150109;1
MG;Piedade de Caratinga;50158;3150158;1
MG;Piedade de Ponte Nova;50208;3150208;2
MG;Piedade do Rio Grande;50307;3150307;2
MG;Piedade dos Gerais;50406;3150406;2
MG;Pimenta;50505;3150505;2
MG;Pingo-d'Água;50539;3150539;2
MG;Pintópolis;50570;3150570;2
MG;Piracema;50604;3150604;1
MG;Pirajuba;50703;3150703;2
MG;Piranga;50802;3150802;1
MG;Piranguçu;50901;3150901;2
MG;Piranguinho;51008;3151008;2
MG;Pirapetinga;51107;3151107;2
MG;Pirapora;51206;3151206;1
MG;Piraúba;51305;3151305;2
MG;Pitangui;51404;3151404;2
MG;Piumhi;51503;3151503;2
MG;Planura;51602;3151602;2
MG;Poço Fundo;51701;3151701;0
MG;Poços de Caldas;51800;3151800;2
MG;Pocrane;51909;3151909;2
MG;Pompéu;52006;3152006;2
MG;Ponte Nova;52105;3152105;2
MG;Ponto Chique;52131;3152131;2
MG;Ponto dos Volantes;52170;3152170;2
MG;Porteirinha;52204;3152204;2
MG;Porto Firme;52303;3152303;2
MG;Poté;52402;3152402;2
MG;Pouso Alegre;52501;3152501;2
MG;Pouso Alto;52600;3152600;2
MG;Prados;52709;3152709;2
MG;Prata;52808;3152808;2
MG;Pratápolis;52907;3152907;2
MG;Pratinha;53004;3153004;2
MG;Presidente Bernardes;53103;3153103;2
MG;Presidente Juscelino;53202;3153202;2
MG;Presidente Kubitschek;53301;3153301;2
MG;Presidente Olegário;53400;3153400;1
MG;Prudente de Morais;53608;3153608;3
MG;Quartel Geral;53707;3153707;2
MG;Queluzito;53806;3153806;2
MG;Raposos;53905;3153905;2
MG;Raul Soares;54002;3154002;2
MG;Recreio;54101;3154101;0
MG;Reduto;54150;3154150;2
MG;Resende Costa;54200;3154200;2
MG;Resplendor;54309;3154309;2
MG;Ressaquinha;54408;3154408;2
MG;Riachinho;54457;3154457;2
MG;Riacho dos Machados;54507;3154507;2
MG;Ribeirão das Neves;54606;3154606;2
MG;Ribeirão Vermelho;54705;3154705;2
MG;Rio Acima;54804;3154804;3
MG;Rio Casca;54903;3154903;2
MG;Rio do Prado;55108;3155108;2
MG;Rio Doce;55009;3155009;0
MG;Rio Espera;55207;3155207;2
MG;Rio Manso;55306;3155306;2
MG;Rio Novo;55405;3155405;2
MG;Rio Paranaíba;55504;3155504;2
MG;Rio Pardo de Minas;55603;3155603;2
MG;Rio Piracicaba;55702;3155702;2
MG;Rio Pomba;55801;3155801;2
MG;Rio Preto;55900;3155900;2
MG;Rio Vermelho;56007;3156007;2
MG;Ritápolis;56106;3156106;2
MG;Rochedo de Minas;56205;3156205;2
MG;Rodeiro;56304;3156304;2
MG;Romaria;56403;3156403;2
MG;Rosário da Limeira;56452;3156452;2
MG;Rubelita;56502;3156502;2
MG;Rubim;56601;3156601;2
MG;Sabará;56700;3156700;2
MG;Sabinópolis;56809;3156809;0
MG;Sacramento;56908;3156908;2
MG;Salinas;57005;3157005;2
MG;Salto da Divisa;57104;3157104;2
MG;Santa Bárbara;57203;3157203;2
MG;Santa Bárbara do Leste;57252;3157252;2
MG;Santa Bárbara do Monte Verde;57278;3157278;3
MG;Santa Bárbara do Tugúrio;57302;3157302;2
MG;Santa Cruz de Minas;57336;3157336;2
MG;Santa Cruz de Salinas;57377;3157377;2
MG;Santa Cruz do Escalvado;57401;3157401;2
MG;Santa Efigênia de Minas;57500;3157500;2
MG;Santa Fé de Minas;57609;3157609;2
MG;Santa Helena de Minas;57658;3157658;2
MG;Santa Juliana;57708;3157708;2
MG;Santa Luzia;57807;3157807;2
MG;Santa Margarida;57906;3157906;2
MG;Santa Maria de Itabira;58003;3158003;2
MG;Santa Maria do Salto;58102;3158102;2
MG;Santa Maria do Suaçuí;58201;3158201;1
MG;Santa Rita de Caldas;59209;3159209;2
MG;Santa Rita de Ibitipoca;59407;3159407;2
MG;Santa Rita de Jacutinga;59308;3159308;2
MG;Santa Rita de Minas;59357;3159357;2
MG;Santa Rita do Itueto;59506;3159506;2
MG;Santa Rita do Sapucaí;59605;3159605;3
MG;Santa Rosa da Serra;59704;3159704;2
MG;Santa Vitória;59803;3159803;2
MG;Santana da Vargem;58300;3158300;2
MG;Santana de Cataguases;58409;3158409;2
MG;Santana de Pirapama;58508;3158508;2
MG;Santana do Deserto;58607;3158607;2
MG;Santana do Garambéu;58706;3158706;1
MG;Santana do Jacaré;58805;3158805;2
MG;Santana do Manhuaçu;58904;3158904;2
MG;Santana do Paraíso;58953;3158953;2
MG;Santana do Riacho;59001;3159001;2
MG;Santana dos Montes;59100;3159100;2
MG;Santo Antônio do Amparo;59902;3159902;2
MG;Santo Antônio do Aventureiro;60009;3160009;2
MG;Santo Antônio do Grama;60108;3160108;2
MG;Santo Antônio do Itambé;60207;3160207;2
MG;Santo Antônio do Jacinto;60306;3160306;2
MG;Santo Antônio do Monte;60405;3160405;1
MG;Santo Antônio do Retiro;60454;3160454;2
MG;Santo Antônio do Rio Abaixo;60504;3160504;2
MG;Santo Hipólito;60603;3160603;2
MG;Santos Dumont;60702;3160702;2
MG;São Bento Abade;60801;3160801;1
MG;São Brás do Suaçuí;60900;3160900;2
MG;São Domingos das Dores;60959;3160959;2
MG;São Domingos do Prata;61007;3161007;1
MG;São Félix de Minas;61056;3161056;2
MG;São Francisco;61106;3161106;2
MG;São Francisco de Paula;61205;3161205;2
MG;São Francisco de Sales;61304;3161304;2
MG;São Francisco do Glória;61403;3161403;0
MG;São Geraldo;61502;3161502;2
MG;São Geraldo da Piedade;61601;3161601;2
MG;São Geraldo do Baixio;61650;3161650;2
MG;São Gonçalo do Abaeté;61700;3161700;2
MG;São Gonçalo do Pará;61809;3161809;2
MG;São Gonçalo do Rio Abaixo;61908;3161908;2
MG;São Gonçalo do Rio Preto;25507;3125507;2
MG;São Gonçalo do Sapucaí;62005;3162005;2
MG;São Gotardo;62104;3162104;1
MG;São João Batista do Glória;62203;3162203;2
MG;São João da Lagoa;62252;3162252;2
MG;São João da Mata;62302;3162302;2
MG;São João da Ponte;62401;3162401;2
MG;São João das Missões;62450;3162450;1
MG;São João del Rei;62500;3162500;2
MG;São João do Manhuaçu;62559;3162559;3
MG;São João do Manteninha;62575;3162575;2
MG;São João do Oriente;62609;3162609;2
MG;São João do Pacuí;62658;3162658;2
MG;São João do Paraíso;62708;3162708;3
MG;São João Evangelista;62807;3162807;2
MG;São João Nepomuceno;62906;3162906;2
MG;São Joaquim de Bicas;62922;3162922;2
MG;São José da Barra;62948;3162948;2
MG;São José da Lapa;62955;3162955;2
MG;São José da Safira;63003;3163003;2
MG;São José da Varginha;63102;3163102;2
MG;São José do Alegre;63201;3163201;2
MG;São José do Divino;63300;3163300;2
MG;São José do Goiabal;63409;3163409;2
MG;São José do Jacuri;63508;3163508;2
MG;São José do Mantimento;63607;3163607;2
MG;São Lourenço;63706;3163706;2
MG;São Miguel do Anta;63805;3163805;2
MG;São Pedro da União;63904;3163904;3
MG;São Pedro do Suaçuí;64100;3164100;2
MG;São Pedro dos Ferros;64001;3164001;2
MG;São Romão;64209;3164209;2
MG;São Roque de Minas;64308;3164308;2
MG;São Sebastião da Bela Vista;64407;3164407;2
MG;São Sebastião da Vargem Alegre;64431;3164431;2
MG;São Sebastião do Anta;64472;3164472;2
MG;São Sebastião do Maranhão;64506;3164506;2
MG;São Sebastião do Oeste;64605;3164605;2
MG;São Sebastião do Paraíso;64704;3164704;2
MG;São Sebastião do Rio Preto;64803;3164803;2
MG;São Sebastião do Rio Verde;64902;3164902;2
MG;São Tiago;65008;3165008;2
MG;São Tomás de Aquino;65107;3165107;1
MG;São Tomé das Letras;65206;3165206;2
MG;São Vicente de Minas;65305;3165305;2
MG;Sapucaí-Mirim;65404;3165404;2
MG;Sardoá;65503;3165503;2
MG;Sarzedo;65537;3165537;2
MG;Sem-Peixe;65560;3165560;2
MG;Senador Amaral;65578;3165578;2
MG;Senador Cortes;65602;3165602;2
MG;Senador Firmino;65701;3165701;2
